STATUS, ITERATION, CLIENT, DATE, READY AFTER(MS), WATINGTIME(MS), ESTIMATED ACCESS AFTER(MS), ESTIMATED MAX DELAY(MS)
STATUS, connected, puppeteer_HL, 2024-07-24T12:40:52.029Z
STATUS, connected, puppeteer, 2024-07-24T12:40:54.962Z
STATUS, connected, OpenWPM, 2024-07-24T12:42:11.612Z
STATUS, connected, OpenWPM_HL, 2024-07-24T12:42:41.422Z
STATUS, ping, puppeteer_HL, 2024-07-24T12:42:41.423Z, 0.5
STATUS, ping, OpenWPM_HL, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, OpenWPM, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, puppeteer, 2024-07-24T12:42:41.425Z, 1.5
CRAWLED, url#55, puppeteer, 2024-07-24T13:08:25.857Z, 1341, 0, 13050, 13050, 6632
CRAWLED, url#55, OpenWPM, 2024-07-24T13:08:19.225Z, 5712, 0, 6418, 6418, 6632
CRAWLED, url#55, OpenWPM_HL, 2024-07-24T13:08:19.360Z, 4523, 0, 6553, 6553, 6632
CRAWLED, url#56, puppeteer_HL, 2024-07-24T13:08:57.465Z, 724, 0, 14975, 14975, 8232
CRAWLED, url#56, puppeteer, 2024-07-24T13:08:57.673Z, 1235, 0, 15183, 15183, 8232
CRAWLED, url#56, OpenWPM, 2024-07-24T13:08:49.441Z, 5989, 0, 6951, 6951, 8232
CRAWLED, url#56, OpenWPM_HL, 2024-07-24T13:08:49.468Z, 4797, 0, 6978, 6978, 8232
CRAWLED, url#57, puppeteer_HL, 2024-07-24T13:09:22.628Z, 964, 0, -1, undefined, 6410
CRAWLED, url#57, puppeteer, 2024-07-24T13:09:22.628Z, 1177, 0, -1, undefined, 6410
CRAWLED, url#57, OpenWPM, 2024-07-24T13:09:28.731Z, 5238, 0, 6102, 6102, 6410
CRAWLED, url#57, OpenWPM_HL, 2024-07-24T13:09:29.038Z, 4261, 0, 6409, 6409, 6410
CRAWLED, url#58, puppeteer_HL, 2024-07-24T13:09:51.426Z, 1093, 0, 9266, 9266, 2902
CRAWLED, url#58, puppeteer, 2024-07-24T13:09:51.283Z, 1091, 0, 9123, 9123, 2902
CRAWLED, url#58, OpenWPM, 2024-07-24T13:09:48.524Z, 5694, 0, 6364, 6364, 2902
CRAWLED, url#58, OpenWPM_HL, 2024-07-24T13:09:48.853Z, 4609, 0, 6693, 6693, 2902
CRAWLED, url#59, puppeteer_HL, 2024-07-24T13:10:27.195Z, 866, 0, 10509, 10509, 4482
CRAWLED, url#59, puppeteer, 2024-07-24T13:10:27.687Z, 1444, 0, 11001, 11001, 4482
CRAWLED, url#59, OpenWPM, 2024-07-24T13:10:23.205Z, 5791, 0, 6519, 6519, 4482
CRAWLED, url#59, OpenWPM_HL, 2024-07-24T13:10:23.453Z, 4443, 0, 6767, 6767, 4482
CRAWLED, url#60, puppeteer_HL, 2024-07-24T13:10:46.638Z, 1156, 0, -1, undefined, 6469
CRAWLED, url#60, puppeteer, 2024-07-24T13:10:46.638Z, 1330, 0, -1, undefined, 6469
CRAWLED, url#60, OpenWPM, 2024-07-24T13:10:53.107Z, 5549, 0, 6468, 6468, 6469
CRAWLED, url#60, OpenWPM_HL, 2024-07-24T13:10:52.603Z, 3790, 0, 5964, 5964, 6469
CRAWLED, url#61, puppeteer_HL, 2024-07-24T13:11:17.130Z, 997, 0, 10896, 10896, 4581
CRAWLED, url#61, puppeteer, 2024-07-24T13:11:17.114Z, 1062, 0, 10880, 10880, 4581
CRAWLED, url#61, OpenWPM, 2024-07-24T13:11:12.963Z, 5723, 0, 6729, 6729, 4581
CRAWLED, url#61, OpenWPM_HL, 2024-07-24T13:11:12.549Z, 4377, 0, 6315, 6315, 4581
CRAWLED, url#62, puppeteer_HL, 2024-07-24T13:11:49.133Z, 1028, 0, 12969, 12969, 6680
CRAWLED, url#62, puppeteer, 2024-07-24T13:11:48.134Z, 1322, 0, 11970, 11970, 6680
CRAWLED, url#62, OpenWPM, 2024-07-24T13:11:42.486Z, 5539, 0, 6322, 6322, 6680
CRAWLED, url#62, OpenWPM_HL, 2024-07-24T13:11:42.453Z, 4275, 0, 6289, 6289, 6680
CRAWLED, url#63, puppeteer_HL, 2024-07-24T13:12:05.710Z, 738, 0, -1, undefined, 6542
CRAWLED, url#63, puppeteer, 2024-07-24T13:12:05.710Z, 1154, 0, -1, undefined, 6542
CRAWLED, url#63, OpenWPM, 2024-07-24T13:12:12.213Z, 5813, 0, 6502, 6502, 6542
CRAWLED, url#63, OpenWPM_HL, 2024-07-24T13:12:12.252Z, 4794, 0, 6541, 6541, 6542
CRAWLED, url#64, puppeteer_HL, 2024-07-24T13:12:47.579Z, 758, 0, 12183, 12183, 6458
CRAWLED, url#64, puppeteer, 2024-07-24T13:12:48.287Z, 1014, 0, 12891, 12891, 6458
CRAWLED, url#64, OpenWPM, 2024-07-24T13:12:41.895Z, 5667, 0, 6499, 6499, 6458
CRAWLED, url#64, OpenWPM_HL, 2024-07-24T13:12:41.829Z, 4395, 0, 6433, 6433, 6458
CRAWLED, url#65, puppeteer_HL, 2024-07-24T13:13:19.364Z, 808, 0, 14227, 14227, 7869
CRAWLED, url#65, puppeteer, 2024-07-24T13:13:18.763Z, 1229, 0, 13626, 13626, 7869
CRAWLED, url#65, OpenWPM, 2024-07-24T13:13:11.495Z, 5429, 0, 6358, 6358, 7869
CRAWLED, url#65, OpenWPM_HL, 2024-07-24T13:13:11.540Z, 4615, 0, 6403, 6403, 7869
CRAWLED, url#66, puppeteer_HL, 2024-07-24T13:13:34.695Z, 845, 0, -1, undefined, 6246
CRAWLED, url#66, puppeteer, 2024-07-24T13:13:34.695Z, 1021, 0, -1, undefined, 6246
CRAWLED, url#66, OpenWPM, 2024-07-24T13:13:40.905Z, 5393, 0, 6209, 6209, 6246
CRAWLED, url#66, OpenWPM_HL, 2024-07-24T13:13:40.941Z, 4158, 0, 6245, 6245, 6246
CRAWLED, url#67, puppeteer_HL, 2024-07-24T13:14:04.900Z, 1014, 0, 10749, 10749, 4605
CRAWLED, url#67, puppeteer, 2024-07-24T13:14:04.933Z, 1280, 0, 10782, 10782, 4605
CRAWLED, url#67, OpenWPM, 2024-07-24T13:14:00.559Z, 5580, 0, 6408, 6408, 4605
CRAWLED, url#67, OpenWPM_HL, 2024-07-24T13:14:00.328Z, 4205, 0, 6177, 6177, 4605
CRAWLED, url#68, puppeteer_HL, 2024-07-24T13:14:35.329Z, 1081, 0, 11637, 11637, 5446
CRAWLED, url#68, puppeteer, 2024-07-24T13:14:35.406Z, 1366, 0, 11714, 11714, 5446
CRAWLED, url#68, OpenWPM, 2024-07-24T13:14:29.960Z, 5535, 0, 6268, 6268, 5446
CRAWLED, url#68, OpenWPM_HL, 2024-07-24T13:14:30.147Z, 4228, 0, 6455, 6455, 5446
CRAWLED, url#69, puppeteer_HL, 2024-07-24T13:15:13.227Z, 1075, 0, 9903, 9903, 3727
CRAWLED, url#69, puppeteer, 2024-07-24T13:15:12.913Z, 1383, 0, 9589, 9589, 3727
CRAWLED, url#69, OpenWPM, 2024-07-24T13:15:09.500Z, 5826, 0, 6176, 6176, 3727
CRAWLED, url#69, OpenWPM_HL, 2024-07-24T13:15:09.762Z, 5144, 0, 6438, 6438, 3727
CRAWLED, url#70, puppeteer_HL, 2024-07-24T13:15:39.290Z, 661, 0, 11376, 11376, 7734
CRAWLED, url#70, puppeteer, 2024-07-24T13:15:42.076Z, 1508, 0, 14162, 14162, 7734
CRAWLED, url#70, OpenWPM, 2024-07-24T13:15:34.342Z, 5412, 0, 6428, 6428, 7734
CRAWLED, url#70, OpenWPM_HL, 2024-07-24T13:15:34.677Z, 4466, 0, 6763, 6763, 7734
CRAWLED, url#71, puppeteer_HL, 2024-07-24T13:16:08.323Z, 970, 0, 10462, 10462, 4076
CRAWLED, url#71, puppeteer, 2024-07-24T13:16:08.364Z, 1243, 0, 10503, 10503, 4076
CRAWLED, url#71, OpenWPM, 2024-07-24T13:16:04.288Z, 5960, 0, 6427, 6427, 4076
CRAWLED, url#71, OpenWPM_HL, 2024-07-24T13:16:04.540Z, 4816, 0, 6679, 6679, 4076
CRAWLED, url#72, puppeteer_HL, 2024-07-24T13:16:36.638Z, 875, 0, 8920, 8920, 2701
CRAWLED, url#72, puppeteer, 2024-07-24T13:16:36.651Z, 1125, 0, 8933, 8933, 2701
CRAWLED, url#72, OpenWPM, 2024-07-24T13:16:34.147Z, 5329, 0, 6429, 6429, 2701
CRAWLED, url#72, OpenWPM_HL, 2024-07-24T13:16:33.950Z, 4000, 0, 6232, 6232, 2701
CRAWLED, url#73, puppeteer_HL, 2024-07-24T13:16:52.332Z, 669, 0, -1, undefined, 6839
CRAWLED, url#73, puppeteer, 2024-07-24T13:16:52.332Z, 1203, 0, -1, undefined, 6839
CRAWLED, url#73, OpenWPM, 2024-07-24T13:16:59.171Z, 5744, 0, 6838, 6838, 6839
CRAWLED, url#73, OpenWPM_HL, 2024-07-24T13:16:58.477Z, 4302, 0, 6144, 6144, 6839
CRAWLED, url#74, puppeteer_HL, 2024-07-24T13:17:33.382Z, 682, 0, 11071, 11071, 4684
CRAWLED, url#74, puppeteer, 2024-07-24T13:17:33.334Z, 1114, 0, 11023, 11023, 4684
CRAWLED, url#74, OpenWPM, 2024-07-24T13:17:28.698Z, 5355, 0, 6387, 6387, 4684
CRAWLED, url#74, OpenWPM_HL, 2024-07-24T13:17:28.739Z, 4283, 0, 6428, 6428, 4684
CRAWLED, url#75, puppeteer_HL, 2024-07-24T13:18:11.630Z, 749, 0, 9761, 9761, 3579
CRAWLED, url#75, puppeteer, 2024-07-24T13:18:11.649Z, 1269, 0, 9780, 9780, 3579
CRAWLED, url#75, OpenWPM, 2024-07-24T13:18:08.339Z, 5303, 0, 6470, 6470, 3579
CRAWLED, url#75, OpenWPM_HL, 2024-07-24T13:18:08.070Z, 4012, 0, 6201, 6201, 3579
CRAWLED, url#76, puppeteer_HL, 2024-07-24T13:18:31.507Z, 1046, 0, -1, undefined, 6943
CRAWLED, url#76, puppeteer, 2024-07-24T13:18:31.507Z, 1365, 0, -1, undefined, 6943
CRAWLED, url#76, OpenWPM, 2024-07-24T13:18:38.450Z, 5917, 0, 6942, 6942, 6943
CRAWLED, url#76, OpenWPM_HL, 2024-07-24T13:18:38.297Z, 4725, 0, 6789, 6789, 6943
CRAWLED, url#77, puppeteer_HL, 2024-07-24T13:19:12.580Z, 818, 0, 10970, 10970, 4577
CRAWLED, url#77, puppeteer, 2024-07-24T13:19:12.464Z, 1183, 0, 10854, 10854, 4577
CRAWLED, url#77, OpenWPM, 2024-07-24T13:19:08.041Z, 5472, 0, 6431, 6431, 4577
CRAWLED, url#77, OpenWPM_HL, 2024-07-24T13:19:08.003Z, 4252, 0, 6393, 6393, 4577
CRAWLED, url#78, puppeteer_HL, 2024-07-24T13:19:59.731Z, 916, 0, 18521, 18521, 12140
CRAWLED, url#78, puppeteer, 2024-07-24T13:19:58.635Z, 1337, 0, 17425, 17425, 12140
CRAWLED, url#78, OpenWPM, 2024-07-24T13:19:47.591Z, 5302, 0, 6381, 6381, 12140
CRAWLED, url#78, OpenWPM_HL, 2024-07-24T13:19:47.658Z, 4280, 0, 6448, 6448, 12140
CRAWLED, url#79, puppeteer_HL, 2024-07-24T13:20:35.387Z, 618, 0, 9619, 9619, 3336
CRAWLED, url#79, puppeteer, 2024-07-24T13:20:35.502Z, 995, 0, 9734, 9734, 3336
CRAWLED, url#79, OpenWPM, 2024-07-24T13:20:32.296Z, 5504, 0, 6528, 6528, 3336
CRAWLED, url#79, OpenWPM_HL, 2024-07-24T13:20:32.166Z, 4504, 0, 6398, 6398, 3336
CRAWLED, url#80, puppeteer_HL, 2024-07-24T13:20:50.441Z, 1167, 0, -1, undefined, 6788
CRAWLED, url#80, puppeteer, 2024-07-24T13:20:50.441Z, 1391, 0, -1, undefined, 6788
CRAWLED, url#80, OpenWPM, 2024-07-24T13:20:57.229Z, 5714, 0, 6787, 6787, 6788
CRAWLED, url#80, OpenWPM_HL, 2024-07-24T13:20:56.596Z, 4193, 0, 6154, 6154, 6788
CRAWLED, url#81, puppeteer_HL, 2024-07-24T13:21:20.840Z, 989, 0, 10473, 10473, 3577
CRAWLED, url#81, puppeteer, 2024-07-24T13:21:20.888Z, 1281, 0, 10521, 10521, 3577
CRAWLED, url#81, OpenWPM, 2024-07-24T13:21:17.311Z, 6081, 0, 6944, 6944, 3577
CRAWLED, url#81, OpenWPM_HL, 2024-07-24T13:21:17.311Z, 4891, 0, 6944, 6944, 3577
CRAWLED, url#82, puppeteer_HL, 2024-07-24T13:21:45.477Z, 643, 0, -1, undefined, 6406
CRAWLED, url#82, puppeteer, 2024-07-24T13:21:45.477Z, 1286, 0, -1, undefined, 6406
CRAWLED, url#82, OpenWPM, 2024-07-24T13:21:51.863Z, 5654, 0, 6385, 6385, 6406
CRAWLED, url#82, OpenWPM_HL, 2024-07-24T13:21:51.883Z, 5016, 0, 6405, 6405, 6406
CRAWLED, url#83, puppeteer_HL, 2024-07-24T13:22:14.985Z, 1077, 0, -1, undefined, 6546
CRAWLED, url#83, puppeteer, 2024-07-24T13:22:14.985Z, 1390, 0, -1, undefined, 6546
CRAWLED, url#83, OpenWPM, 2024-07-24T13:22:21.088Z, 5221, 0, 6102, 6102, 6546
CRAWLED, url#83, OpenWPM_HL, 2024-07-24T13:22:21.531Z, 4775, 0, 6545, 6545, 6546
CRAWLED, url#84, puppeteer_HL, 2024-07-24T13:22:45.946Z, 726, 0, 11239, 11239, 5049
CRAWLED, url#84, puppeteer, 2024-07-24T13:22:46.010Z, 1189, 0, 11303, 11303, 5049
CRAWLED, url#84, OpenWPM, 2024-07-24T13:22:40.961Z, 5209, 0, 6254, 6254, 5049
CRAWLED, url#84, OpenWPM_HL, 2024-07-24T13:22:41.151Z, 4185, 0, 6444, 6444, 5049
CRAWLED, url#85, puppeteer_HL, 2024-07-24T13:23:04.306Z, 739, 0, -1, undefined, 6542
CRAWLED, url#85, puppeteer, 2024-07-24T13:23:04.306Z, 1203, 0, -1, undefined, 6542
CRAWLED, url#85, OpenWPM, 2024-07-24T13:23:10.848Z, 5476, 0, 6541, 6541, 6542
CRAWLED, url#85, OpenWPM_HL, 2024-07-24T13:23:10.475Z, 4165, 0, 6168, 6168, 6542
CRAWLED, url#86, puppeteer_HL, 2024-07-24T13:23:33.967Z, 778, 0, 9954, 9954, 3833
CRAWLED, url#86, puppeteer, 2024-07-24T13:23:34.025Z, 1125, 0, 10012, 10012, 3833
CRAWLED, url#86, OpenWPM, 2024-07-24T13:23:30.406Z, 5632, 0, 6393, 6393, 3833
CRAWLED, url#86, OpenWPM_HL, 2024-07-24T13:23:30.192Z, 4237, 0, 6179, 6179, 3833
CRAWLED, url#87, puppeteer_HL, 2024-07-24T13:24:20.571Z, 721, 0, 27215, 27215, 20646
CRAWLED, url#87, puppeteer, 2024-07-24T13:24:09.226Z, 1270, 0, 15870, 15870, 20646
CRAWLED, url#87, OpenWPM, 2024-07-24T13:23:59.925Z, 5931, 0, 6569, 6569, 20646
CRAWLED, url#87, OpenWPM_HL, 2024-07-24T13:24:00.121Z, 4632, 0, 6765, 6765, 20646
CRAWLED, url#88, puppeteer_HL, 2024-07-24T13:24:33.761Z, 679, 0, 10466, 10466, 3769
CRAWLED, url#88, puppeteer, 2024-07-24T13:24:33.457Z, 1003, 0, 10162, 10162, 3769
CRAWLED, url#88, OpenWPM, 2024-07-24T13:24:29.992Z, 5999, 0, 6697, 6697, 3769
CRAWLED, url#88, OpenWPM_HL, 2024-07-24T13:24:30.005Z, 4815, 0, 6710, 6710, 3769
CRAWLED, url#89, puppeteer_HL, 2024-07-24T13:25:08.885Z, 821, 0, 10711, 10711, 3870
CRAWLED, url#89, puppeteer, 2024-07-24T13:25:08.894Z, 1191, 0, 10720, 10720, 3870
CRAWLED, url#89, OpenWPM, 2024-07-24T13:25:05.024Z, 6113, 0, 6850, 6850, 3870
CRAWLED, url#89, OpenWPM_HL, 2024-07-24T13:25:05.073Z, 5219, 0, 6899, 6899, 3870
CRAWLED, url#90, puppeteer_HL, 2024-07-24T13:25:47.633Z, 1141, 0, 9432, 9432, 5579
CRAWLED, url#90, puppeteer, 2024-07-24T13:25:50.266Z, 1189, 0, 12065, 12065, 5579
CRAWLED, url#90, OpenWPM, 2024-07-24T13:25:44.687Z, 5716, 0, 6486, 6486, 5579
CRAWLED, url#90, OpenWPM_HL, 2024-07-24T13:25:44.727Z, 4806, 0, 6526, 6526, 5579
CRAWLED, url#91, puppeteer_HL, 2024-07-24T13:26:27.558Z, 1033, 0, 9690, 9690, 3589
CRAWLED, url#91, puppeteer, 2024-07-24T13:26:26.950Z, 1404, 0, 9082, 9082, 3589
CRAWLED, url#91, OpenWPM, 2024-07-24T13:26:23.969Z, 5429, 0, 6101, 6101, 3589
CRAWLED, url#91, OpenWPM_HL, 2024-07-24T13:26:24.263Z, 4337, 0, 6395, 6395, 3589
CRAWLED, url#92, puppeteer_HL, 2024-07-24T13:26:47.349Z, 812, 0, 9960, 9960, 3882
CRAWLED, url#92, puppeteer, 2024-07-24T13:26:47.469Z, 1124, 0, 10080, 10080, 3882
CRAWLED, url#92, OpenWPM, 2024-07-24T13:26:43.587Z, 5537, 0, 6198, 6198, 3882
CRAWLED, url#92, OpenWPM_HL, 2024-07-24T13:26:43.673Z, 4297, 0, 6284, 6284, 3882
CRAWLED, url#93, puppeteer_HL, 2024-07-24T13:27:12.060Z, 1062, 0, 10184, 10184, 4495
CRAWLED, url#93, puppeteer, 2024-07-24T13:27:12.444Z, 1340, 0, 10568, 10568, 4495
CRAWLED, url#93, OpenWPM, 2024-07-24T13:27:07.949Z, 5662, 0, 6073, 6073, 4495
CRAWLED, url#93, OpenWPM_HL, 2024-07-24T13:27:08.073Z, 4600, 0, 6197, 6197, 4495
CRAWLED, url#94, puppeteer_HL, 2024-07-24T13:27:49.879Z, 1023, 0, 8793, 8793, 3068
CRAWLED, url#94, puppeteer, 2024-07-24T13:27:50.458Z, 1411, 0, 9372, 9372, 3068
CRAWLED, url#94, OpenWPM, 2024-07-24T13:27:47.391Z, 5513, 0, 6305, 6305, 3068
CRAWLED, url#94, OpenWPM_HL, 2024-07-24T13:27:47.390Z, 4498, 0, 6304, 6304, 3068
CRAWLED, url#95, puppeteer_HL, 2024-07-24T13:28:25.373Z, 757, 0, 9746, 9746, 8032
CRAWLED, url#95, puppeteer, 2024-07-24T13:28:30.082Z, 1244, 0, 14455, 14455, 8032
CRAWLED, url#95, OpenWPM, 2024-07-24T13:28:22.293Z, 5537, 0, 6666, 6666, 8032
CRAWLED, url#95, OpenWPM_HL, 2024-07-24T13:28:22.050Z, 4320, 0, 6423, 6423, 8032
CRAWLED, url#96, puppeteer_HL, 2024-07-24T13:28:59.272Z, 850, 0, 13792, 13792, 7149
CRAWLED, url#96, puppeteer, 2024-07-24T13:28:58.960Z, 1189, 0, 13480, 13480, 7149
CRAWLED, url#96, OpenWPM, 2024-07-24T13:28:52.251Z, 5849, 0, 6771, 6771, 7149
CRAWLED, url#96, OpenWPM_HL, 2024-07-24T13:28:52.123Z, 4602, 0, 6643, 6643, 7149
CRAWLED, url#97, puppeteer_HL, 2024-07-24T13:29:33.811Z, 767, 0, 13388, 13388, 7110
CRAWLED, url#97, puppeteer, 2024-07-24T13:29:33.833Z, 1446, 0, 13410, 13410, 7110
CRAWLED, url#97, OpenWPM, 2024-07-24T13:29:26.723Z, 5592, 0, 6300, 6300, 7110
CRAWLED, url#97, OpenWPM_HL, 2024-07-24T13:29:26.854Z, 4865, 0, 6431, 6431, 7110
CRAWLED, url#98, puppeteer_HL, 2024-07-24T13:29:49.980Z, 862, 0, -1, undefined, 6918
CRAWLED, url#98, puppeteer, 2024-07-24T13:29:49.980Z, 1370, 0, -1, undefined, 6918
CRAWLED, url#98, OpenWPM, 2024-07-24T13:29:56.898Z, 5988, 0, 6917, 6917, 6918
CRAWLED, url#98, OpenWPM_HL, 2024-07-24T13:29:56.273Z, 4599, 0, 6292, 6292, 6918
CRAWLED, url#99, puppeteer_HL, 2024-07-24T13:30:20.073Z, 727, 0, 10017, 10017, 3767
CRAWLED, url#99, puppeteer, 2024-07-24T13:30:20.142Z, 1144, 0, 10086, 10086, 3767
CRAWLED, url#99, OpenWPM, 2024-07-24T13:30:16.375Z, 5529, 0, 6319, 6319, 3767
CRAWLED, url#99, OpenWPM_HL, 2024-07-24T13:30:16.381Z, 4322, 0, 6325, 6325, 3767
CRAWLED, url#100, puppeteer_HL, 2024-07-24T13:30:59.356Z, 916, 0, 19803, 19803, 13210
CRAWLED, url#100, puppeteer, 2024-07-24T13:30:58.596Z, 1149, 0, 19043, 19043, 13210
CRAWLED, url#100, OpenWPM, 2024-07-24T13:30:46.146Z, 5807, 0, 6593, 6593, 13210
CRAWLED, url#100, OpenWPM_HL, 2024-07-24T13:30:46.173Z, 4486, 0, 6620, 6620, 13210
CRAWLED, url#101, puppeteer_HL, 2024-07-24T13:31:28.419Z, 918, 0, 9092, 9092, 2790
CRAWLED, url#101, puppeteer, 2024-07-24T13:31:28.401Z, 1314, 0, 9074, 9074, 2790
CRAWLED, url#101, OpenWPM, 2024-07-24T13:31:25.726Z, 5544, 0, 6399, 6399, 2790
CRAWLED, url#101, OpenWPM_HL, 2024-07-24T13:31:25.629Z, 4597, 0, 6302, 6302, 2790
CRAWLED, url#102, puppeteer_HL, 2024-07-24T13:32:03.350Z, 827, 0, 9561, 9561, 3716
CRAWLED, url#102, puppeteer, 2024-07-24T13:32:03.841Z, 1391, 0, 10052, 10052, 3716
CRAWLED, url#102, OpenWPM, 2024-07-24T13:32:00.212Z, 5505, 0, 6423, 6423, 3716
CRAWLED, url#102, OpenWPM_HL, 2024-07-24T13:32:00.125Z, 4313, 0, 6336, 6336, 3716
CRAWLED, url#103, puppeteer_HL, 2024-07-24T13:32:36.363Z, 911, 0, 13073, 13073, 7513
CRAWLED, url#103, puppeteer, 2024-07-24T13:32:37.067Z, 1149, 0, 13777, 13777, 7513
CRAWLED, url#103, OpenWPM, 2024-07-24T13:32:29.554Z, 5839, 0, 6264, 6264, 7513
CRAWLED, url#103, OpenWPM_HL, 2024-07-24T13:32:29.845Z, 5097, 0, 6555, 6555, 7513
STATUS SKIPURL, url#104, amazon-adsystem.com, 2024-07-24T13:33:59.165Z
STATUS SKIPURL, url#105, msedge.net, 2024-07-24T13:35:05.348Z
CRAWLED, url#106, puppeteer_HL, 2024-07-24T13:35:05.347Z, 793, 0, -1, undefined, 6537
CRAWLED, url#106, puppeteer, 2024-07-24T13:35:05.347Z, 1233, 0, -1, undefined, 6537
CRAWLED, url#106, OpenWPM, 2024-07-24T13:35:11.884Z, 5824, 0, 6536, 6536, 6537
CRAWLED, url#106, OpenWPM_HL, 2024-07-24T13:35:11.659Z, 4585, 0, 6311, 6311, 6537
STATUS SKIPURL, url#107, macromedia.com, 2024-07-24T13:36:40.239Z
CRAWLED, url#108, puppeteer_HL, 2024-07-24T13:36:53.404Z, 745, 0, 13164, 13164, 6772
CRAWLED, url#108, puppeteer, 2024-07-24T13:36:52.900Z, 1324, 0, 12660, 12660, 6772
CRAWLED, url#108, OpenWPM, 2024-07-24T13:36:46.632Z, 5751, 0, 6392, 6392, 6772
CRAWLED, url#108, OpenWPM_HL, 2024-07-24T13:36:47.100Z, 4829, 0, 6860, 6860, 6772
CRAWLED, url#109, puppeteer_HL, 2024-07-24T13:37:19.173Z, 1052, 0, 9749, 9749, 3397
CRAWLED, url#109, puppeteer, 2024-07-24T13:37:19.274Z, 1473, 0, 9850, 9850, 3397
CRAWLED, url#109, OpenWPM, undefined, 5998, undefined, undefined, 6848, 3397
CRAWLED, url#109, OpenWPM_HL, 2024-07-24T13:37:15.877Z, 4424, 0, 6453, 6453, 3397
CRAWLED, url#110, puppeteer_HL, 2024-07-24T13:37:43.847Z, 1047, 0, 9794, 9794, 3021
CRAWLED, url#110, puppeteer, 2024-07-24T13:37:43.852Z, 1307, 0, 9799, 9799, 3021
CRAWLED, url#110, OpenWPM, 2024-07-24T13:37:40.831Z, 6367, 0, 6778, 6778, 3021
CRAWLED, url#110, OpenWPM_HL, 2024-07-24T13:37:40.895Z, 5035, 0, 6842, 6842, 3021
CRAWLED, url#111, puppeteer_HL, 2024-07-24T13:38:20.200Z, 1064, 0, 11161, 11161, 4830
CRAWLED, url#111, puppeteer, 2024-07-24T13:38:20.429Z, 1082, 0, 11390, 11390, 4830
CRAWLED, url#111, OpenWPM, 2024-07-24T13:38:15.807Z, 5779, 0, 6768, 6768, 4830
CRAWLED, url#111, OpenWPM_HL, 2024-07-24T13:38:15.599Z, 4562, 0, 6560, 6560, 4830
CRAWLED, url#112, puppeteer_HL, 2024-07-24T13:39:03.091Z, 1008, 0, 14109, 14109, 7761
CRAWLED, url#112, puppeteer, 2024-07-24T13:38:59.620Z, 1293, 0, 10638, 10638, 7761
CRAWLED, url#112, OpenWPM, 2024-07-24T13:38:55.330Z, 5474, 0, 6348, 6348, 7761
CRAWLED, url#112, OpenWPM_HL, 2024-07-24T13:38:55.497Z, 4297, 0, 6515, 6515, 7761
CRAWLED, url#113, puppeteer_HL, 2024-07-24T13:39:38.695Z, 910, 0, 10055, 10055, 4078
CRAWLED, url#113, puppeteer, 2024-07-24T13:39:38.904Z, 1181, 0, 10264, 10264, 4078
CRAWLED, url#113, OpenWPM, 2024-07-24T13:39:35.047Z, 5706, 0, 6407, 6407, 4078
CRAWLED, url#113, OpenWPM_HL, 2024-07-24T13:39:34.826Z, 4426, 0, 6186, 6186, 4078
CRAWLED, url#114, puppeteer_HL, 2024-07-24T13:40:20.234Z, 726, 0, 12030, 12030, 5598
CRAWLED, url#114, puppeteer, 2024-07-24T13:40:20.536Z, 1133, 0, 12332, 12332, 5598
CRAWLED, url#114, OpenWPM, 2024-07-24T13:40:14.953Z, 5984, 0, 6749, 6749, 5598
CRAWLED, url#114, OpenWPM_HL, 2024-07-24T13:40:14.938Z, 4752, 0, 6734, 6734, 5598
CRAWLED, url#115, puppeteer_HL, 2024-07-24T13:40:41.883Z, 724, 0, 13782, 13782, 7618
CRAWLED, url#115, puppeteer, 2024-07-24T13:40:42.097Z, 1137, 0, 13996, 13996, 7618
CRAWLED, url#115, OpenWPM, 2024-07-24T13:40:34.479Z, 5888, 0, 6378, 6378, 7618
CRAWLED, url#115, OpenWPM_HL, 2024-07-24T13:40:34.612Z, 4719, 0, 6511, 6511, 7618
STATUS SKIPURL, url#116, wa.me, 2024-07-24T13:42:02.982Z
CRAWLED, url#117, puppeteer_HL, 2024-07-24T13:42:17.620Z, 766, 0, 14637, 14637, 8326
CRAWLED, url#117, puppeteer, 2024-07-24T13:42:17.179Z, 991, 0, 14196, 14196, 8326
CRAWLED, url#117, OpenWPM, 2024-07-24T13:42:09.310Z, 5535, 0, 6327, 6327, 8326
CRAWLED, url#117, OpenWPM_HL, 2024-07-24T13:42:09.294Z, 4289, 0, 6311, 6311, 8326
CRAWLED, url#118, puppeteer_HL, 2024-07-24T13:42:32.560Z, 868, 0, -1, undefined, 6426
CRAWLED, url#118, puppeteer, 2024-07-24T13:42:32.560Z, 1048, 0, -1, undefined, 6426
CRAWLED, url#118, OpenWPM, 2024-07-24T13:42:38.699Z, 5192, 0, 6138, 6138, 6426
CRAWLED, url#118, OpenWPM_HL, 2024-07-24T13:42:38.986Z, 4318, 0, 6425, 6425, 6426
CRAWLED, url#119, puppeteer_HL, 2024-07-24T13:42:52.111Z, 978, 0, -1, undefined, 6770
CRAWLED, url#119, puppeteer, 2024-07-24T13:42:52.111Z, 1562, 0, -1, undefined, 6770
CRAWLED, url#119, OpenWPM, 2024-07-24T13:42:58.881Z, 5829, 0, 6769, 6769, 6770
