STATUS, ITERATION, CLIENT, DATE, READY AFTER(MS), WATINGTIME(MS), ESTIMATED ACCESS AFTER(MS), ESTIMATED MAX DELAY(MS)
STATUS, connected, puppeteer_HL, 2024-07-24T12:40:52.029Z
STATUS, connected, puppeteer, 2024-07-24T12:40:54.962Z
STATUS, connected, OpenWPM, 2024-07-24T12:42:11.612Z
STATUS, connected, OpenWPM_HL, 2024-07-24T12:42:41.422Z
STATUS, ping, puppeteer_HL, 2024-07-24T12:42:41.423Z, 0.5
STATUS, ping, OpenWPM_HL, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, OpenWPM, 2024-07-24T12:42:41.424Z, 1
STATUS, ping, puppeteer, 2024-07-24T12:42:41.425Z, 1.5
CRAWLED, url#119, OpenWPM_HL, 2024-07-24T13:42:58.673Z, 4347, 0, 6561, 6561, 6770
CRAWLED, url#120, puppeteer_HL, 2024-07-24T13:43:23.981Z, 914, 0, 11963, 11963, 5881
CRAWLED, url#120, puppeteer, 2024-07-24T13:43:24.599Z, 1181, 0, 12581, 12581, 5881
CRAWLED, url#120, OpenWPM, 2024-07-24T13:43:18.728Z, 6078, 0, 6710, 6710, 5881
CRAWLED, url#120, OpenWPM_HL, 2024-07-24T13:43:18.718Z, 4807, 0, 6700, 6700, 5881
CRAWLED, url#121, puppeteer_HL, 2024-07-24T13:43:51.509Z, 578, 0, 9556, 9556, 3021
CRAWLED, url#121, puppeteer, 2024-07-24T13:43:51.536Z, 1227, 0, 9583, 9583, 3021
CRAWLED, url#121, OpenWPM, 2024-07-24T13:43:48.582Z, 5810, 0, 6629, 6629, 3021
CRAWLED, url#121, OpenWPM_HL, 2024-07-24T13:43:48.515Z, 4683, 0, 6562, 6562, 3021
CRAWLED, url#122, puppeteer_HL, 2024-07-24T13:44:16.685Z, 823, 0, -1, undefined, 6394
CRAWLED, url#122, puppeteer, 2024-07-24T13:44:16.685Z, 1238, 0, -1, undefined, 6394
CRAWLED, url#122, OpenWPM, 2024-07-24T13:44:22.900Z, 5844, 0, 6214, 6214, 6394
CRAWLED, url#122, OpenWPM_HL, 2024-07-24T13:44:23.079Z, 4722, 0, 6393, 6393, 6394
CRAWLED, url#123, puppeteer_HL, 2024-07-24T13:44:46.208Z, 751, 0, -1, undefined, 6786
CRAWLED, url#123, puppeteer, 2024-07-24T13:44:46.208Z, 1091, 0, -1, undefined, 6786
CRAWLED, url#123, OpenWPM, 2024-07-24T13:44:52.994Z, 5816, 0, 6785, 6785, 6786
CRAWLED, url#123, OpenWPM_HL, 2024-07-24T13:44:52.926Z, 4517, 0, 6717, 6717, 6786
CRAWLED, url#124, puppeteer_HL, 2024-07-24T13:45:06.148Z, 1214, 0, -1, undefined, 7116
CRAWLED, url#124, puppeteer, 2024-07-24T13:45:06.148Z, 1302, 0, -1, undefined, 7116
CRAWLED, url#124, OpenWPM, 2024-07-24T13:45:13.264Z, 6294, 0, 7115, 7115, 7116
CRAWLED, url#124, OpenWPM_HL, 2024-07-24T13:45:13.261Z, 4939, 0, 7112, 7112, 7116
CRAWLED, url#125, puppeteer_HL, 2024-07-24T13:45:26.461Z, 1085, 0, -1, undefined, 6651
CRAWLED, url#125, puppeteer, 2024-07-24T13:45:26.461Z, 1366, 0, -1, undefined, 6651
CRAWLED, url#125, OpenWPM, 2024-07-24T13:45:32.824Z, 5416, 0, 6362, 6362, 6651
CRAWLED, url#125, OpenWPM_HL, 2024-07-24T13:45:33.112Z, 4418, 0, 6650, 6650, 6651
CRAWLED, url#126, puppeteer_HL, 2024-07-24T13:45:58.875Z, 1085, 0, 12613, 12613, 6885
CRAWLED, url#126, puppeteer, 2024-07-24T13:45:59.421Z, 1184, 0, 13159, 13159, 6885
CRAWLED, url#126, OpenWPM, 2024-07-24T13:45:52.536Z, 5874, 0, 6274, 6274, 6885
CRAWLED, url#126, OpenWPM_HL, 2024-07-24T13:45:52.845Z, 5197, 0, 6583, 6583, 6885
CRAWLED, url#127, puppeteer_HL, 2024-07-24T13:46:26.533Z, 1082, 0, 10526, 10526, 4086
CRAWLED, url#127, puppeteer, 2024-07-24T13:46:26.599Z, 1172, 0, 10592, 10592, 4086
CRAWLED, url#127, OpenWPM, 2024-07-24T13:46:22.513Z, 5653, 0, 6506, 6506, 4086
CRAWLED, url#127, OpenWPM_HL, 2024-07-24T13:46:22.599Z, 4920, 0, 6592, 6592, 4086
STATUS SKIPURL, url#128, webex.com, 2024-07-24T13:48:01.253Z
CRAWLED, url#129, puppeteer_HL, 2024-07-24T13:48:14.296Z, 1205, 0, 13042, 13042, 6876
CRAWLED, url#129, puppeteer, 2024-07-24T13:48:14.434Z, 1263, 0, 13180, 13180, 6876
CRAWLED, url#129, OpenWPM, 2024-07-24T13:48:07.558Z, 5555, 0, 6304, 6304, 6876
CRAWLED, url#129, OpenWPM_HL, 2024-07-24T13:48:07.952Z, 4536, 0, 6698, 6698, 6876
CRAWLED, url#130, puppeteer_HL, 2024-07-24T13:48:31.145Z, 1062, 0, -1, undefined, 6796
CRAWLED, url#130, puppeteer, 2024-07-24T13:48:31.145Z, 1613, 0, -1, undefined, 6796
CRAWLED, url#130, OpenWPM, 2024-07-24T13:48:37.700Z, 5608, 0, 6554, 6554, 6796
CRAWLED, url#130, OpenWPM_HL, 2024-07-24T13:48:37.941Z, 5006, 0, 6795, 6795, 6796
CRAWLED, url#131, puppeteer_HL, 2024-07-24T13:49:01.196Z, 645, 0, 10116, 10116, 3674
CRAWLED, url#131, puppeteer, 2024-07-24T13:49:01.088Z, 1292, 0, 10008, 10008, 3674
CRAWLED, url#131, OpenWPM, 2024-07-24T13:48:57.625Z, 5902, 0, 6545, 6545, 3674
CRAWLED, url#131, OpenWPM_HL, 2024-07-24T13:48:57.522Z, 4862, 0, 6442, 6442, 3674
STATUS SKIPURL, url#132, dns.google, 2024-07-24T13:50:21.930Z
CRAWLED, url#133, puppeteer_HL, 2024-07-24T13:50:31.340Z, 825, 0, 9409, 9409, 2893
CRAWLED, url#133, puppeteer, 2024-07-24T13:50:31.412Z, 1319, 0, 9481, 9481, 2893
CRAWLED, url#133, OpenWPM, 2024-07-24T13:50:28.519Z, 6013, 0, 6588, 6588, 2893
CRAWLED, url#133, OpenWPM_HL, 2024-07-24T13:50:28.924Z, 4782, 0, 6993, 6993, 2893
CRAWLED, url#134, puppeteer_HL, 2024-07-24T13:50:47.041Z, 625, 0, -1, undefined, 6473
CRAWLED, url#134, puppeteer, 2024-07-24T13:50:47.041Z, 1018, 0, -1, undefined, 6473
CRAWLED, url#134, OpenWPM, 2024-07-24T13:50:53.510Z, 5765, 0, 6468, 6468, 6473
CRAWLED, url#134, OpenWPM_HL, 2024-07-24T13:50:53.514Z, 4538, 0, 6472, 6472, 6473
CRAWLED, url#135, puppeteer_HL, 2024-07-24T13:51:32.079Z, 850, 0, 15414, 15414, 9133
CRAWLED, url#135, puppeteer, 2024-07-24T13:51:30.543Z, 1105, 0, 13878, 13878, 9133
CRAWLED, url#135, OpenWPM, 2024-07-24T13:51:22.946Z, 5831, 0, 6281, 6281, 9133
CRAWLED, url#135, OpenWPM_HL, 2024-07-24T13:51:23.213Z, 4619, 0, 6548, 6548, 9133
CRAWLED, url#136, puppeteer_HL, 2024-07-24T13:52:08.232Z, 1227, 0, 12147, 12147, 5134
CRAWLED, url#136, puppeteer, 2024-07-24T13:52:08.164Z, 1484, 0, 12079, 12079, 5134
CRAWLED, url#136, OpenWPM, 2024-07-24T13:52:03.117Z, 5950, 0, 7032, 7032, 5134
CRAWLED, url#136, OpenWPM_HL, 2024-07-24T13:52:03.098Z, 4962, 0, 7013, 7013, 5134
CRAWLED, url#137, puppeteer_HL, 2024-07-24T13:52:45.886Z, 1233, 0, 9630, 9630, 3160
CRAWLED, url#137, puppeteer, 2024-07-24T13:52:45.944Z, 1429, 0, 9688, 9688, 3160
CRAWLED, url#137, OpenWPM, 2024-07-24T13:52:42.784Z, 5723, 0, 6528, 6528, 3160
CRAWLED, url#137, OpenWPM_HL, 2024-07-24T13:52:43.078Z, 4662, 0, 6822, 6822, 3160
CRAWLED, url#138, puppeteer_HL, 2024-07-24T13:53:21.874Z, 880, 0, 10933, 10933, 4742
CRAWLED, url#138, puppeteer, 2024-07-24T13:53:21.999Z, 1079, 0, 11058, 11058, 4742
CRAWLED, url#138, OpenWPM, 2024-07-24T13:53:17.257Z, 5655, 0, 6316, 6316, 4742
CRAWLED, url#138, OpenWPM_HL, 2024-07-24T13:53:17.303Z, 4961, 0, 6362, 6362, 4742
CRAWLED, url#139, puppeteer_HL, 2024-07-24T13:53:54.590Z, 1063, 0, 14116, 14116, 7620
CRAWLED, url#139, puppeteer, 2024-07-24T13:53:54.902Z, 1421, 0, 14428, 14428, 7620
CRAWLED, url#139, OpenWPM, 2024-07-24T13:53:47.514Z, 6168, 0, 7040, 7040, 7620
CRAWLED, url#139, OpenWPM_HL, 2024-07-24T13:53:47.282Z, 4807, 0, 6808, 6808, 7620
CRAWLED, url#140, puppeteer_HL, 2024-07-24T13:54:42.736Z, 671, 0, 12297, 12297, 6195
CRAWLED, url#140, puppeteer, 2024-07-24T13:54:43.140Z, 1005, 0, 12701, 12701, 6195
CRAWLED, url#140, OpenWPM, 2024-07-24T13:54:36.982Z, 5589, 0, 6543, 6543, 6195
CRAWLED, url#140, OpenWPM_HL, 2024-07-24T13:54:36.945Z, 4256, 0, 6506, 6506, 6195
CRAWLED, url#141, puppeteer_HL, 2024-07-24T13:55:10.853Z, 1295, 0, 10692, 10692, 4603
CRAWLED, url#141, puppeteer, 2024-07-24T13:55:11.186Z, 1473, 0, 11025, 11025, 4603
CRAWLED, url#141, OpenWPM, 2024-07-24T13:55:06.583Z, 5519, 0, 6422, 6422, 4603
CRAWLED, url#141, OpenWPM_HL, 2024-07-24T13:55:06.650Z, 4652, 0, 6489, 6489, 4603
CRAWLED, url#142, puppeteer_HL, 2024-07-24T13:55:29.784Z, 738, 0, -1, undefined, 6524
CRAWLED, url#142, puppeteer, 2024-07-24T13:55:29.784Z, 1281, 0, -1, undefined, 6524
CRAWLED, url#142, OpenWPM, 2024-07-24T13:55:36.308Z, 5482, 0, 6523, 6523, 6524
CRAWLED, url#142, OpenWPM_HL, 2024-07-24T13:55:35.891Z, 4384, 0, 6106, 6106, 6524
CRAWLED, url#143, puppeteer_HL, 2024-07-24T13:56:10.767Z, 772, 0, 11312, 11312, 4770
CRAWLED, url#143, puppeteer, 2024-07-24T13:56:10.876Z, 1444, 0, 11421, 11421, 4770
CRAWLED, url#143, OpenWPM, 2024-07-24T13:56:06.131Z, 5912, 0, 6676, 6676, 4770
CRAWLED, url#143, OpenWPM_HL, 2024-07-24T13:56:06.106Z, 4613, 0, 6651, 6651, 4770
CRAWLED, url#144, puppeteer_HL, 2024-07-24T13:56:40.913Z, 734, 0, 11615, 11615, 5297
CRAWLED, url#144, puppeteer, 2024-07-24T13:56:40.972Z, 1391, 0, 11674, 11674, 5297
CRAWLED, url#144, OpenWPM, 2024-07-24T13:56:35.889Z, 5597, 0, 6591, 6591, 5297
CRAWLED, url#144, OpenWPM_HL, 2024-07-24T13:56:35.675Z, 4231, 0, 6377, 6377, 5297
CRAWLED, url#145, puppeteer_HL, 2024-07-24T13:57:12.857Z, 730, 0, 9045, 9045, 2804
CRAWLED, url#145, puppeteer, 2024-07-24T13:57:12.873Z, 1248, 0, 9061, 9061, 2804
CRAWLED, url#145, OpenWPM, 2024-07-24T13:57:10.069Z, 5601, 0, 6257, 6257, 2804
CRAWLED, url#145, OpenWPM_HL, 2024-07-24T13:57:10.142Z, 4624, 0, 6330, 6330, 2804
CRAWLED, url#146, puppeteer_HL, 2024-07-24T13:57:28.298Z, 789, 0, -1, undefined, 6391
CRAWLED, url#146, puppeteer, 2024-07-24T13:57:28.298Z, 1261, 0, -1, undefined, 6391
CRAWLED, url#146, OpenWPM, 2024-07-24T13:57:34.689Z, 5624, 0, 6390, 6390, 6391
CRAWLED, url#146, OpenWPM_HL, 2024-07-24T13:57:34.529Z, 4258, 0, 6230, 6230, 6391
CRAWLED, url#147, puppeteer_HL, 2024-07-24T13:57:57.704Z, 995, 0, -1, undefined, 6450
CRAWLED, url#147, puppeteer, 2024-07-24T13:57:57.704Z, 1379, 0, -1, undefined, 6450
CRAWLED, url#147, OpenWPM, 2024-07-24T13:58:03.946Z, 5536, 0, 6241, 6241, 6450
CRAWLED, url#147, OpenWPM_HL, 2024-07-24T13:58:04.154Z, 4379, 0, 6449, 6449, 6450
CRAWLED, url#148, puppeteer_HL, 2024-07-24T13:58:17.310Z, 701, 0, -1, undefined, 6644
CRAWLED, url#148, puppeteer, 2024-07-24T13:58:17.310Z, 1043, 0, -1, undefined, 6644
CRAWLED, url#148, OpenWPM, 2024-07-24T13:58:23.952Z, 5894, 0, 6641, 6641, 6644
CRAWLED, url#148, OpenWPM_HL, 2024-07-24T13:58:23.954Z, 4629, 0, 6643, 6643, 6644
CRAWLED, url#149, puppeteer_HL, 2024-07-24T13:58:37.192Z, 759, 0, -1, undefined, 6487
CRAWLED, url#149, puppeteer, 2024-07-24T13:58:37.192Z, 1087, 0, -1, undefined, 6487
CRAWLED, url#149, OpenWPM, 2024-07-24T13:58:43.679Z, 5559, 0, 6486, 6486, 6487
CRAWLED, url#149, OpenWPM_HL, 2024-07-24T13:58:43.657Z, 4371, 0, 6464, 6464, 6487
CRAWLED, url#150, puppeteer_HL, 2024-07-24T13:58:56.846Z, 770, 0, -1, undefined, 6404
CRAWLED, url#150, puppeteer, 2024-07-24T13:58:56.846Z, 1227, 0, -1, undefined, 6404
CRAWLED, url#150, OpenWPM, 2024-07-24T13:59:02.955Z, 5461, 0, 6108, 6108, 6404
CRAWLED, url#150, OpenWPM_HL, 2024-07-24T13:59:03.250Z, 4301, 0, 6403, 6403, 6404
CRAWLED, url#151, puppeteer_HL, 2024-07-24T13:59:28.961Z, 1084, 0, 12535, 12535, 5994
CRAWLED, url#151, puppeteer, 2024-07-24T13:59:28.934Z, 1426, 0, 12508, 12508, 5994
CRAWLED, url#151, OpenWPM, 2024-07-24T13:59:23.154Z, 5691, 0, 6728, 6728, 5994
CRAWLED, url#151, OpenWPM_HL, 2024-07-24T13:59:22.967Z, 4447, 0, 6541, 6541, 5994
CRAWLED, url#152, puppeteer_HL, 2024-07-24T13:59:56.892Z, 619, 0, 10585, 10585, 4255
CRAWLED, url#152, puppeteer, 2024-07-24T13:59:56.843Z, 1232, 0, 10536, 10536, 4255
CRAWLED, url#152, OpenWPM, 2024-07-24T13:59:52.836Z, 5518, 0, 6529, 6529, 4255
CRAWLED, url#152, OpenWPM_HL, 2024-07-24T13:59:52.637Z, 4264, 0, 6330, 6330, 4255
CRAWLED, url#153, puppeteer_HL, 2024-07-24T14:00:51.178Z, 789, 0, 35198, 35198, 28858
CRAWLED, url#153, puppeteer, 2024-07-24T14:00:51.186Z, 1537, 0, 35206, 35206, 28858
CRAWLED, url#153, OpenWPM, 2024-07-24T14:00:22.730Z, 5669, 0, 6750, 6750, 28858
CRAWLED, url#153, OpenWPM_HL, 2024-07-24T14:00:22.328Z, 4248, 0, 6348, 6348, 28858
CRAWLED, url#154, puppeteer_HL, 2024-07-24T14:01:28.446Z, 782, 0, 12527, 12527, 6229
CRAWLED, url#154, puppeteer, 2024-07-24T14:01:28.830Z, 1421, 0, 12911, 12911, 6229
CRAWLED, url#154, OpenWPM, 2024-07-24T14:01:22.601Z, 5814, 0, 6682, 6682, 6229
CRAWLED, url#154, OpenWPM_HL, 2024-07-24T14:01:22.675Z, 4569, 0, 6756, 6756, 6229
CRAWLED, url#155, puppeteer_HL, 2024-07-24T14:01:56.716Z, 770, 0, 10953, 10953, 4724
CRAWLED, url#155, puppeteer, 2024-07-24T14:01:56.350Z, 1132, 0, 10587, 10587, 4724
CRAWLED, url#155, OpenWPM, 2024-07-24T14:01:52.275Z, 5448, 0, 6512, 6512, 4724
CRAWLED, url#155, OpenWPM_HL, 2024-07-24T14:01:51.992Z, 4171, 0, 6229, 6229, 4724
CRAWLED, url#156, puppeteer_HL, 2024-07-24T14:02:25.263Z, 703, 0, 9836, 9836, 3261
CRAWLED, url#156, puppeteer, 2024-07-24T14:02:25.398Z, 1088, 0, 9971, 9971, 3261
CRAWLED, url#156, OpenWPM, 2024-07-24T14:02:22.168Z, 5853, 0, 6741, 6741, 3261
CRAWLED, url#156, OpenWPM_HL, 2024-07-24T14:02:22.137Z, 4712, 0, 6710, 6710, 3261
CRAWLED, url#157, puppeteer_HL, 2024-07-24T14:02:59.831Z, 736, 0, 9553, 9553, 8646
CRAWLED, url#157, puppeteer, 2024-07-24T14:03:05.429Z, 1178, 0, 15151, 15151, 8646
CRAWLED, url#157, OpenWPM, 2024-07-24T14:02:56.783Z, 5488, 0, 6505, 6505, 8646
CRAWLED, url#157, OpenWPM_HL, 2024-07-24T14:02:56.850Z, 4586, 0, 6572, 6572, 8646
CRAWLED, url#158, puppeteer_HL, 2024-07-24T14:03:34.610Z, 831, 0, 9537, 9537, 3366
CRAWLED, url#158, puppeteer, 2024-07-24T14:03:34.819Z, 1254, 0, 9746, 9746, 3366
CRAWLED, url#158, OpenWPM, 2024-07-24T14:03:31.453Z, 5523, 0, 6380, 6380, 3366
CRAWLED, url#158, OpenWPM_HL, 2024-07-24T14:03:31.655Z, 4227, 0, 6582, 6582, 3366
CRAWLED, url#159, puppeteer_HL, 2024-07-24T14:03:49.808Z, 1118, 0, -1, undefined, 6593
CRAWLED, url#159, puppeteer, 2024-07-24T14:03:49.808Z, 1125, 0, -1, undefined, 6593
CRAWLED, url#159, OpenWPM, 2024-07-24T14:03:56.401Z, 5790, 0, 6592, 6592, 6593
CRAWLED, url#159, OpenWPM_HL, 2024-07-24T14:03:56.197Z, 4767, 0, 6388, 6388, 6593
CRAWLED, url#160, puppeteer_HL, 2024-07-24T14:04:22.193Z, 1011, 0, 12628, 12628, 6314
CRAWLED, url#160, puppeteer, 2024-07-24T14:04:22.317Z, 1102, 0, 12752, 12752, 6314
CRAWLED, url#160, OpenWPM, 2024-07-24T14:04:16.003Z, 5580, 0, 6438, 6438, 6314
CRAWLED, url#160, OpenWPM_HL, 2024-07-24T14:04:16.176Z, 4392, 0, 6611, 6611, 6314
CRAWLED, url#161, puppeteer_HL, 2024-07-24T14:04:49.181Z, 871, 0, -1, undefined, 6484
CRAWLED, url#161, puppeteer, 2024-07-24T14:04:49.181Z, 1175, 0, -1, undefined, 6484
CRAWLED, url#161, OpenWPM, 2024-07-24T14:04:55.665Z, 5595, 0, 6483, 6483, 6484
CRAWLED, url#161, OpenWPM_HL, 2024-07-24T14:04:55.199Z, 4319, 0, 6017, 6017, 6484
CRAWLED, url#162, puppeteer_HL, 2024-07-24T14:05:08.788Z, 997, 0, -1, undefined, 6734
CRAWLED, url#162, puppeteer, 2024-07-24T14:05:08.788Z, 1157, 0, -1, undefined, 6734
CRAWLED, url#162, OpenWPM, 2024-07-24T14:05:15.522Z, 5807, 0, 6733, 6733, 6734
CRAWLED, url#162, OpenWPM_HL, 2024-07-24T14:05:15.380Z, 4361, 0, 6591, 6591, 6734
CRAWLED, url#163, puppeteer_HL, 2024-07-24T14:05:38.091Z, 694, 0, 9438, 9438, 6537
CRAWLED, url#163, puppeteer, 2024-07-24T14:05:41.678Z, 1219, 0, 13025, 13025, 6537
CRAWLED, url#163, OpenWPM, 2024-07-24T14:05:35.173Z, 5583, 0, 6520, 6520, 6537
CRAWLED, url#163, OpenWPM_HL, 2024-07-24T14:05:35.141Z, 4215, 0, 6488, 6488, 6537
CRAWLED, url#164, puppeteer_HL, 2024-07-24T14:06:18.472Z, 789, 0, 10161, 10161, 3916
CRAWLED, url#164, puppeteer, 2024-07-24T14:06:18.487Z, 1200, 0, 10176, 10176, 3916
CRAWLED, url#164, OpenWPM, 2024-07-24T14:06:14.571Z, 5504, 0, 6260, 6260, 3916
CRAWLED, url#164, OpenWPM_HL, 2024-07-24T14:06:14.961Z, 4938, 0, 6650, 6650, 3916
CRAWLED, url#165, puppeteer_HL, 2024-07-24T14:06:47.723Z, 777, 0, -1, undefined, 6426
CRAWLED, url#165, puppeteer, 2024-07-24T14:06:47.723Z, 1352, 0, -1, undefined, 6426
CRAWLED, url#165, OpenWPM, 2024-07-24T14:06:54.087Z, 5293, 0, 6363, 6363, 6426
CRAWLED, url#165, OpenWPM_HL, 2024-07-24T14:06:54.149Z, 4045, 0, 6425, 6425, 6426
CRAWLED, url#166, puppeteer_HL, 2024-07-24T14:07:18.648Z, 1042, 0, 11308, 11308, 5018
CRAWLED, url#166, puppeteer, 2024-07-24T14:07:18.679Z, 1147, 0, 11339, 11339, 5018
CRAWLED, url#166, OpenWPM, 2024-07-24T14:07:13.661Z, 5580, 0, 6321, 6321, 5018
CRAWLED, url#166, OpenWPM_HL, 2024-07-24T14:07:13.781Z, 4529, 0, 6441, 6441, 5018
CRAWLED, url#167, puppeteer_HL, 2024-07-24T14:07:31.946Z, 724, 0, -1, undefined, 6526
CRAWLED, url#167, puppeteer, 2024-07-24T14:07:31.946Z, 1026, 0, -1, undefined, 6526
CRAWLED, url#167, OpenWPM, 2024-07-24T14:07:38.285Z, 5686, 0, 6338, 6338, 6526
CRAWLED, url#167, OpenWPM_HL, 2024-07-24T14:07:38.472Z, 4701, 0, 6525, 6525, 6526
CRAWLED, url#168, puppeteer_HL, 2024-07-24T14:07:51.606Z, 1040, 0, -1, undefined, 6820
CRAWLED, url#168, puppeteer, 2024-07-24T14:07:51.606Z, 1279, 0, -1, undefined, 6820
CRAWLED, url#168, OpenWPM, 2024-07-24T14:07:58.426Z, 6159, 0, 6819, 6819, 6820
CRAWLED, url#168, OpenWPM_HL, 2024-07-24T14:07:58.351Z, 4862, 0, 6744, 6744, 6820
STATUS SKIPURL, url#169, mangosip.ru, 2024-07-24T14:09:17.170Z
CRAWLED, url#170, puppeteer_HL, 2024-07-24T14:09:17.169Z, 921, 0, -1, undefined, 6968
CRAWLED, url#170, puppeteer, 2024-07-24T14:09:17.169Z, 1369, 0, -1, undefined, 6968
CRAWLED, url#170, OpenWPM, 2024-07-24T14:09:23.323Z, 5531, 0, 6153, 6153, 6968
CRAWLED, url#170, OpenWPM_HL, 2024-07-24T14:09:24.137Z, 4899, 0, 6967, 6967, 6968
CRAWLED, url#171, puppeteer_HL, 2024-07-24T14:09:46.764Z, 1130, 0, 9486, 9486, 2777
CRAWLED, url#171, puppeteer, 2024-07-24T14:09:46.811Z, 1476, 0, 9533, 9533, 2777
CRAWLED, url#171, OpenWPM, 2024-07-24T14:09:44.034Z, 5765, 0, 6756, 6756, 2777
CRAWLED, url#171, OpenWPM_HL, 2024-07-24T14:09:44.123Z, 4505, 0, 6845, 6845, 2777
CRAWLED, url#172, puppeteer_HL, 2024-07-24T14:10:02.267Z, 1181, 0, -1, undefined, 7092
CRAWLED, url#172, puppeteer, 2024-07-24T14:10:02.267Z, 1127, 0, -1, undefined, 7092
CRAWLED, url#172, OpenWPM, 2024-07-24T14:10:09.244Z, 6025, 0, 6976, 6976, 7092
CRAWLED, url#172, OpenWPM_HL, 2024-07-24T14:10:09.359Z, 4833, 0, 7091, 7091, 7092
CRAWLED, url#173, puppeteer_HL, 2024-07-24T14:10:32.500Z, 1214, 0, -1, undefined, 6552
CRAWLED, url#173, puppeteer, 2024-07-24T14:10:32.500Z, 1392, 0, -1, undefined, 6552
CRAWLED, url#173, OpenWPM, 2024-07-24T14:10:38.879Z, 5773, 0, 6378, 6378, 6552
CRAWLED, url#173, OpenWPM_HL, 2024-07-24T14:10:39.052Z, 4511, 0, 6551, 6551, 6552
CRAWLED, url#174, puppeteer_HL, 2024-07-24T14:11:01.866Z, 842, 0, 9668, 9668, 4112
CRAWLED, url#174, puppeteer, 2024-07-24T14:11:02.740Z, 1414, 0, 10542, 10542, 4112
CRAWLED, url#174, OpenWPM, 2024-07-24T14:10:58.778Z, 5723, 0, 6580, 6580, 4112
CRAWLED, url#174, OpenWPM_HL, 2024-07-24T14:10:58.628Z, 4392, 0, 6430, 6430, 4112
CRAWLED, url#175, puppeteer_HL, 2024-07-24T14:11:33.137Z, 870, 0, 11203, 11203, 4775
CRAWLED, url#175, puppeteer, 2024-07-24T14:11:33.031Z, 1207, 0, 11097, 11097, 4775
CRAWLED, url#175, OpenWPM, 2024-07-24T14:11:28.362Z, 5668, 0, 6428, 6428, 4775
CRAWLED, url#175, OpenWPM_HL, 2024-07-24T14:11:28.367Z, 4624, 0, 6433, 6433, 4775
CRAWLED, url#176, puppeteer_HL, 2024-07-24T14:12:03.463Z, 822, 0, 11928, 11928, 5722
CRAWLED, url#176, puppeteer, 2024-07-24T14:12:03.596Z, 1360, 0, 12061, 12061, 5722
CRAWLED, url#176, OpenWPM, 2024-07-24T14:11:57.874Z, 5935, 0, 6339, 6339, 5722
CRAWLED, url#176, OpenWPM_HL, 2024-07-24T14:11:58.133Z, 4726, 0, 6598, 6598, 5722
CRAWLED, url#177, puppeteer_HL, 2024-07-24T14:12:30.901Z, 693, 0, 9583, 9583, 3289
CRAWLED, url#177, puppeteer, 2024-07-24T14:12:31.020Z, 1019, 0, 9702, 9702, 3289
CRAWLED, url#177, OpenWPM, 2024-07-24T14:12:27.731Z, 5500, 0, 6413, 6413, 3289
CRAWLED, url#177, OpenWPM_HL, 2024-07-24T14:12:27.778Z, 4280, 0, 6460, 6460, 3289
CRAWLED, url#178, puppeteer_HL, 2024-07-24T14:12:50.955Z, 909, 0, -1, undefined, 6464
CRAWLED, url#178, puppeteer, 2024-07-24T14:12:50.955Z, 1445, 0, -1, undefined, 6464
CRAWLED, url#178, OpenWPM, 2024-07-24T14:12:57.419Z, 5304, 0, 6463, 6463, 6464
CRAWLED, url#178, OpenWPM_HL, 2024-07-24T14:12:57.274Z, 4021, 0, 6318, 6318, 6464
CRAWLED, url#179, puppeteer_HL, 2024-07-24T14:13:30.455Z, 1092, 0, 9859, 9859, 3588
CRAWLED, url#179, puppeteer, 2024-07-24T14:13:30.271Z, 1227, 0, 9675, 9675, 3588
CRAWLED, url#179, OpenWPM, 2024-07-24T14:13:27.330Z, 5742, 0, 6734, 6734, 3588
CRAWLED, url#179, OpenWPM_HL, 2024-07-24T14:13:26.867Z, 4430, 0, 6271, 6271, 3588
CRAWLED, url#180, puppeteer_HL, 2024-07-24T14:13:45.477Z, 1025, 0, -1, undefined, 7077
CRAWLED, url#180, puppeteer, 2024-07-24T14:13:45.477Z, 1463, 0, -1, undefined, 7077
CRAWLED, url#180, OpenWPM, 2024-07-24T14:13:52.519Z, 6249, 0, 7041, 7041, 7077
CRAWLED, url#180, OpenWPM_HL, 2024-07-24T14:13:52.554Z, 4904, 0, 7076, 7076, 7077
CRAWLED, url#181, puppeteer_HL, 2024-07-24T14:14:26.556Z, 819, 0, 10901, 10901, 4245
CRAWLED, url#181, puppeteer, 2024-07-24T14:14:26.618Z, 1080, 0, 10963, 10963, 4245
CRAWLED, url#181, OpenWPM, 2024-07-24T14:14:22.373Z, 5797, 0, 6718, 6718, 4245
CRAWLED, url#181, OpenWPM_HL, 2024-07-24T14:14:22.379Z, 4431, 0, 6724, 6724, 4245
CRAWLED, url#182, puppeteer_HL, 2024-07-24T14:14:56.596Z, 698, 0, 10952, 10952, 4614
CRAWLED, url#182, puppeteer, 2024-07-24T14:14:56.592Z, 1294, 0, 10948, 10948, 4614
CRAWLED, url#182, OpenWPM, 2024-07-24T14:14:52.104Z, 5352, 0, 6460, 6460, 4614
CRAWLED, url#182, OpenWPM_HL, 2024-07-24T14:14:51.982Z, 4178, 0, 6338, 6338, 4614
CRAWLED, url#183, puppeteer_HL, 2024-07-24T14:15:30.496Z, 1431, 0, 15128, 15128, 6881
