STATUS  ,ITERATION ,CLIENT       ,DATE                     ,READY AFTER(MS) ,WATINGTIME(MS) ,REQUEST AFTER(MS) ,DONE AFTER(MS) ,MAX DELAY(MS)
STATUS  ,connected ,puppeteer_HL ,2024-07-24T08:27:57.210Z
STATUS  ,connected ,puppeteer    ,2024-07-24T08:28:00.592Z
STATUS  ,connected ,OpenWPM_HL   ,2024-07-24T08:28:07.212Z
STATUS  ,connected ,OpenWPM      ,2024-07-24T08:28:13.793Z
STATUS  ,ping      ,puppeteer_HL ,2024-07-24T08:28:13.795Z ,            0.5
STATUS  ,ping      ,OpenWPM_HL   ,2024-07-24T08:28:13.796Z ,            1
STATUS  ,ping      ,puppeteer    ,2024-07-24T08:28:13.796Z ,            1
STATUS  ,ping      ,OpenWPM      ,2024-07-24T08:28:13.798Z ,            2
CRAWLED ,url#1     ,puppeteer_HL ,2024-07-24T08:28:19.605Z ,          831   ,             0 ,             1398 ,          2623 ,         5820
CRAWLED ,url#1     ,puppeteer    ,2024-07-24T08:28:19.854Z ,         1151   ,             0 ,             1647 ,          2939 ,         5820
CRAWLED ,url#1     ,OpenWPM_HL   ,2024-07-24T08:28:25.281Z ,         5319   ,             0 ,             7074 ,          7056 ,         5820
CRAWLED ,url#1     ,OpenWPM      ,2024-07-24T08:28:25.425Z ,         6684   ,             0 ,             7218 ,          7174 ,         5820
CRAWLED ,url#2     ,puppeteer_HL ,2024-07-24T08:28:55.087Z ,         1077   ,             0 ,             1648 ,          2986 ,         5576
CRAWLED ,url#2     ,puppeteer    ,2024-07-24T08:28:54.794Z ,         1058   ,             0 ,             1355 ,          2704 ,         5576
CRAWLED ,url#2     ,OpenWPM_HL   ,2024-07-24T08:29:00.370Z ,         5298   ,             0 ,             6931 ,          6894 ,         5576
CRAWLED ,url#2     ,OpenWPM      ,2024-07-24T08:28:59.973Z ,         5924   ,             0 ,             6534 ,          6517 ,         5576
CRAWLED ,url#3     ,puppeteer_HL ,2024-07-24T08:29:19.930Z ,          728   ,             0 ,             1415 ,          2718 ,         5513
CRAWLED ,url#3     ,puppeteer    ,2024-07-24T08:29:20.222Z ,         1383   ,             0 ,             1707 ,          3051 ,         5513
CRAWLED ,url#3     ,OpenWPM_HL   ,2024-07-24T08:29:25.370Z ,         4783   ,             0 ,             6855 ,          6840 ,         5513
CRAWLED ,url#3     ,OpenWPM      ,2024-07-24T08:29:25.443Z ,         6306   ,             0 ,             6928 ,          6906 ,         5513
CRAWLED ,url#4     ,puppeteer_HL ,2024-07-24T08:29:45.058Z ,          822   ,             0 ,             1419 ,          2737 ,         5287
CRAWLED ,url#4     ,puppeteer    ,2024-07-24T08:29:45.440Z ,         1398   ,             0 ,             1801 ,          3121 ,         5287
CRAWLED ,url#4     ,OpenWPM_HL   ,2024-07-24T08:29:49.765Z ,         4731   ,             0 ,             6126 ,          6100 ,         5287
CRAWLED ,url#4     ,OpenWPM      ,2024-07-24T08:29:50.345Z ,         5878   ,             0 ,             6706 ,          6688 ,         5287
CRAWLED ,url#5     ,puppeteer_HL ,2024-07-24T08:30:19.443Z ,          916   ,             0 ,             1517 ,          2797 ,         5510
CRAWLED ,url#5     ,puppeteer    ,2024-07-24T08:30:19.540Z ,         1109   ,             0 ,             1614 ,          2928 ,         5510
