STATUS  ,ITERATION ,CLIENT       ,DATE                     ,READY AFTER(MS) ,WATINGTIME(MS) ,REQUEST AFTER(MS) ,DONE AFTER(MS) ,MAX DELAY(MS)
STATUS  ,connected ,puppeteer    ,2024-07-23T16:07:51.643Z
STATUS  ,connected ,puppeteer_HL ,2024-07-23T16:07:52.544Z
STATUS  ,connected ,OpenWPM_HL   ,2024-07-23T16:07:55.366Z
STATUS  ,connected ,OpenWPM      ,2024-07-23T16:07:56.603Z
STATUS  ,ping      ,puppeteer_HL ,2024-07-23T16:07:56.606Z ,            1
STATUS  ,ping      ,puppeteer    ,2024-07-23T16:07:56.607Z ,            1.5
STATUS  ,ping      ,OpenWPM_HL   ,2024-07-23T16:07:56.608Z ,            2
STATUS  ,ping      ,OpenWPM      ,2024-07-23T16:07:56.610Z ,            3
CRAWLED ,url#1     ,puppeteer    ,2024-07-23T16:08:02.268Z ,         1779   ,             0 ,             2136 ,          3404 ,         4712
CRAWLED ,url#1     ,puppeteer_HL ,2024-07-23T16:08:02.085Z ,         1374   ,             0 ,             1953 ,          3284 ,         4712
CRAWLED ,url#1     ,OpenWPM_HL   ,2024-07-23T16:08:06.797Z ,         4832   ,             0 ,             6665 ,          6646 ,         4712
CRAWLED ,url#1     ,OpenWPM      ,2024-07-23T16:08:06.606Z ,         6081   ,             0 ,             6474 ,          6456 ,         4712
CRAWLED ,url#2     ,puppeteer    ,2024-07-23T16:08:36.605Z ,         1234   ,             0 ,             1673 ,          3152 ,         5744
CRAWLED ,url#2     ,puppeteer_HL ,2024-07-23T16:08:36.575Z ,         1022   ,             0 ,             1643 ,          3107 ,         5744
CRAWLED ,url#2     ,OpenWPM_HL   ,2024-07-23T16:08:42.319Z ,         5827   ,             0 ,             7387 ,          7369 ,         5744
CRAWLED ,url#2     ,OpenWPM      ,2024-07-23T16:08:42.176Z ,         6796   ,             0 ,             7244 ,          7224 ,         5744
CRAWLED ,url#3     ,puppeteer    ,2024-07-23T16:09:11.807Z ,         1116   ,             0 ,             1515 ,          2749 ,         5933
CRAWLED ,url#3     ,puppeteer_HL ,2024-07-23T16:09:11.614Z ,          701   ,             0 ,             1322 ,          2577 ,         5933
CRAWLED ,url#3     ,OpenWPM_HL   ,2024-07-23T16:09:17.547Z ,         5379   ,             0 ,             7255 ,          7238 ,         5933
CRAWLED ,url#3     ,OpenWPM      ,2024-07-23T16:09:17.239Z ,         6356   ,             0 ,             6947 ,          6932 ,         5933
CRAWLED ,url#4     ,puppeteer    ,2024-07-23T16:09:47.362Z ,         1192   ,             0 ,             1656 ,          2995 ,         4977
CRAWLED ,url#4     ,puppeteer_HL ,2024-07-23T16:09:47.097Z ,          757   ,             0 ,             1391 ,          2741 ,         4977
CRAWLED ,url#4     ,OpenWPM_HL   ,2024-07-23T16:09:52.074Z ,         4680   ,             0 ,             6368 ,          6330 ,         4977
CRAWLED ,url#4     ,OpenWPM      ,2024-07-23T16:09:52.010Z ,         5988   ,             0 ,             6304 ,          6283 ,         4977
CRAWLED ,url#5     ,puppeteer    ,2024-07-23T16:10:21.838Z ,         1251   ,             0 ,             1636 ,          2930 ,         5512
CRAWLED ,url#5     ,puppeteer_HL ,2024-07-23T16:10:21.700Z ,          823   ,             0 ,             1498 ,          2782 ,         5512
CRAWLED ,url#5     ,OpenWPM_HL   ,2024-07-23T16:10:27.212Z ,         5635   ,             0 ,             7010 ,          6990 ,         5512
CRAWLED ,url#5     ,OpenWPM      ,2024-07-23T16:10:26.813Z ,         6293   ,             0 ,             6611 ,          6586 ,         5512
CRAWLED ,url#6     ,puppeteer    ,2024-07-23T16:10:57.278Z ,         1669   ,             0 ,             1945 ,          3294 ,         5191
CRAWLED ,url#6     ,puppeteer_HL ,2024-07-23T16:10:57.008Z ,         1168   ,             0 ,             1675 ,          2945 ,         5191
CRAWLED ,url#6     ,OpenWPM_HL   ,2024-07-23T16:11:02.199Z ,         5378   ,             0 ,             6866 ,          6837 ,         5191
CRAWLED ,url#6     ,OpenWPM      ,2024-07-23T16:11:02.078Z ,         6428   ,             0 ,             6745 ,          6726 ,         5191
CRAWLED ,url#7     ,puppeteer    ,2024-07-23T16:11:32.174Z ,         1313   ,             0 ,             1838 ,          3143 ,         5664
CRAWLED ,url#7     ,puppeteer_HL ,2024-07-23T16:11:31.688Z ,          769   ,             0 ,             1352 ,          2656 ,         5664
CRAWLED ,url#7     ,OpenWPM_HL   ,2024-07-23T16:11:37.352Z ,         5086   ,             0 ,             7016 ,          6996 ,         5664
CRAWLED ,url#7     ,OpenWPM      ,2024-07-23T16:11:37.017Z ,         6281   ,             0 ,             6681 ,          6662 ,         5664
CRAWLED ,url#8     ,puppeteer    ,2024-07-23T16:12:06.407Z ,         1031   ,             0 ,             1214 ,          2621 ,         5634
CRAWLED ,url#8     ,puppeteer_HL ,2024-07-23T16:12:06.673Z ,         1012   ,             0 ,             1480 ,          2823 ,         5634
CRAWLED ,url#8     ,OpenWPM_HL   ,2024-07-23T16:12:12.041Z ,         4947   ,             0 ,             6848 ,          6826 ,         5634
CRAWLED ,url#8     ,OpenWPM      ,2024-07-23T16:12:11.755Z ,         5951   ,             0 ,             6562 ,          6543 ,         5634
CRAWLED ,url#9     ,puppeteer    ,2024-07-23T16:12:41.676Z ,         1249   ,             0 ,             1767 ,          3143 ,         5326
CRAWLED ,url#9     ,puppeteer_HL ,2024-07-23T16:12:41.440Z ,          925   ,             0 ,             1531 ,          2912 ,         5326
CRAWLED ,url#9     ,OpenWPM_HL   ,2024-07-23T16:12:46.609Z ,         5213   ,             0 ,             6700 ,          6683 ,         5326
CRAWLED ,url#9     ,OpenWPM      ,2024-07-23T16:12:46.766Z ,         6395   ,             0 ,             6857 ,          6838 ,         5326
CRAWLED ,url#10    ,puppeteer    ,2024-07-23T16:13:16.672Z ,         1516   ,             0 ,             1886 ,          3139 ,         4805
CRAWLED ,url#10    ,puppeteer_HL ,2024-07-23T16:13:16.460Z ,         1006   ,             0 ,             1674 ,          2984 ,         4805
CRAWLED ,url#10    ,OpenWPM_HL   ,2024-07-23T16:13:21.265Z ,         5009   ,             0 ,             6479 ,          6444 ,         4805
